X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,domain_index
0.5416445157955508,0.6473518923199464,4.061113323437383,5.693972865805119,-0.4836348183848868,0.29423145109739246,-3.135355316791218,3.9621105908157195,0.6834464361359974,-1.7774747274017952,2
2.748388240927019,-3.017464911116846,7.544045374577463,8.083798385841883,-1.1936522122264137,0.0025069560791568667,-0.7741748962711379,6.7266641453630704,0.052721374121584244,1.272717431290289,3
-1.7631629020088972,4.075708327216757,3.7742662683225072,2.302700753551206,1.5245846131602723,1.3212120010653277,2.571254798435562,1.468589718175151,-0.6291249824532024,0.10745460627104954,1
-3.109818243967624,3.7959457313016016,5.325182327290023,3.9345214135842514,1.4889380329513469,1.038464358769935,1.5096159520644776,3.7815919948249217,0.6000371507879648,-0.4998144968244203,2
-3.745323664627432,2.040424738651245,10.566383968787084,11.88636318624345,1.0019426302151935,0.4312492867601176,2.044619875841531,8.154553464351917,1.7180945787178274,-0.9691280249981414,4
-1.558312295325864,4.853479668288177,2.1308899446810674,-0.5721700906802112,1.0087878740147276,1.6238445843657432,0.6445990627792733,1.0155807709592692,0.5695642523816628,-1.1290701310564746,1
0.06480753975458331,1.3713217513360714,3.8592330988683283,4.579329797854091,1.061376642581345,-1.6148750902453053,1.9116096795504784,2.7181958283548844,0.062186179098180805,1.6007854136218949,1
3.9803152389050784,-2.4651635316408598,6.848258049239616,6.067560027787528,-0.5530532742864929,0.9876336270985734,-1.1531473998559503,7.650742923997854,-1.5651874270680877,1.863829066246617,3
-0.24179932190548792,2.50948192171104,6.883439348540322,6.2976483518087685,1.1528832992868328,0.5974096165794802,-0.35462275934281473,7.536596612704819,-0.7070237632360997,-0.18563004739314815,3
1.1423152494903075,-1.4436616886425684,4.318203592118169,6.06678597949713,-1.1478738926711183,0.24843681826675426,0.5619481526251212,4.069374180102919,1.6180794961936054,1.1375187432341771,2
-0.26624806430127534,-1.8088128276784645,5.162682497731768,6.16027648826668,0.17529118427638354,-0.23992956391253115,-0.08783170478040492,5.156805891373853,-0.45666664572901766,0.36094311371596116,2
3.502818106604718,-1.5023910956109086,10.214838669748678,10.562474710523418,-1.3327825672885665,0.933421957879837,-2.3590047895176167,10.220303364076928,-0.12699770515414383,-0.03479748211309925,4
-1.0927900892875113,3.047235789242728,5.410748883853094,6.068476546084696,0.9264747511894752,0.1702796167361883,-0.3702542179098041,4.917487562846416,0.1632005416949512,-0.6277237156491452,2
0.2708849065815233,0.001920767127706391,3.552070524708605,6.425416032932272,0.853900808800925,-2.3557851460894796,-1.0063464044528432,3.439014859505521,1.3837977084829158,-0.9383585845694299,2
-0.9144150788114258,3.944312680753284,4.635968988493717,5.434717813448932,0.07682713727318136,0.04120962630963135,-2.19949998031415,5.492717697884129,0.02535282974232145,-1.336546034135395,2
1.0088543586190613,-1.3563362900082234,8.866602447550916,10.570852333390134,-0.7867147911072045,0.012861563713461066,2.305976294976103,10.645341747004666,-0.052941841449807216,2.221250661664539,4
-0.3900264722644828,-3.224263034275283,11.115483718150946,14.852225588639264,-0.08758631839625987,-3.742353164934549,1.0150649801476432,10.89859085107346,0.05990116667416652,0.4466639043782595,4
3.7839884479945782,-4.706094831140886,8.709850273379265,8.792561816761737,-2.6285054448363554,-1.3736458716428945,-4.425778156650526,5.557380311830054,1.131699716600391,-0.6668577988766742,3
-0.4753612930460458,0.648295366448433,10.313478386897739,12.49820312282844,0.6468966316245266,-0.30418281204237485,0.6177098954517386,10.890343472898024,-0.06988624467824625,-0.19366809624436607,4
1.0056137064374229,-0.20361917222529824,10.161493264127374,7.728154332357672,-0.09091540419949144,0.3186023331620015,1.3118071162306355,10.083828070223806,-1.161861329607541,1.2030943667339187,4
-1.357126540967621,-0.21120186503084581,8.864028714666711,11.485004792010336,1.9501060807413726,-1.7228977894306003,1.477426284788447,8.067940073801148,-0.4590968402288566,0.2841031824666857,3
1.7383519858408458,0.16290167286907314,4.085956666218839,4.653539635127241,-1.427389946539321,0.9447687235019998,-1.7885660273625081,4.291097195924636,-0.002113714987544795,-1.0611189957107061,2
-0.7042429198697002,-1.6014380698769908,7.785938918168204,8.504635888329947,0.1504058019861686,-0.7231877409692917,0.781604229811599,5.640220302417326,1.6552592914619197,0.41183496381969814,3
4.344107298288118,-2.65024514574672,9.280720612444277,10.228244076587085,-1.7796002446611878,-0.5562894609649979,-4.506077135226352,13.071561362045168,-1.1910606854889927,-0.25077844004915173,4
0.3668630561205225,1.8214555149816318,7.490714548070167,7.5088460943800435,-0.9163702722670792,0.5235154945265738,-3.311315954336247,9.01461440137471,0.0615051898549262,-1.7632169382039409,3
2.212283823433452,-2.309726182150443,10.57237506376891,11.55695077683725,-1.0440175835323868,-1.0020129138176557,-1.8173247735290512,11.058351964836358,-0.8889171356637693,0.5003328985887989,4
-1.9755257835310003,-0.07238941081266242,9.035079919742454,10.203717813172716,0.9787100567227747,-0.6644482274264689,2.696797577959583,11.605702442677911,-0.7977606305886755,1.0820401043956334,4
