X1,X2,X3,X4,X5
0.15103069928338592,-0.35129672900380277,-0.5689324082337002,3.6829659078307104,-1.393036026484895
-0.09295984398022794,1.1423507114716283,-0.08630964995011188,-1.1553584707836164,0.18850069408898856
1.7967251922332435,-1.8439681489373658,-1.652062312351827,4.527365955216165,-1.7472511091361573
-0.24857444100531578,0.6631549728557183,0.20734357113092022,-3.774255843976522,1.69967705736226
-0.08055972682448648,0.016419066604695026,0.38719999352524614,0.021367474536716946,0.35224774330544145
-2.402317679896477,1.3562016244244517,-0.11187405055907211,-1.4954032443569731,0.5012589775753066
0.047802490203203284,0.019882811606856232,-0.38972832593600165,1.3307283554113214,-0.17567518307626226
3.3725998853109673,-1.1361573936152085,-0.11263920775279006,-2.1004221473484566,1.1133631120571679
-1.3799654251832465,-0.541500571374731,1.18443193490321,2.0973503408654732,-0.6368937203397286
0.07368273875728881,-0.18061976320374118,0.44498783581640283,-0.7126789633141161,-0.00024604782557845233
1.1153459878038294,0.12873619791968627,0.9174724609228997,0.47368253684105377,-0.8028642485840537
-0.32240533851986686,-0.4476076748253667,0.4392827546647273,2.376896724479115,-1.5506690635843323
-1.3580463109131438,1.2291853838914006,0.027052883881068853,-0.1934831686276941,0.3811282768923525
-0.6580776753521734,0.3977506748717956,-1.2505904630164995,0.23293724165391616,-0.3071942362102357
2.7101269502454657,-1.4957623801006878,-0.014904006449777348,0.35405000858225766,0.37386549169245337
-0.9539040786579855,0.21442973935060883,3.056405533127675,0.27159910843428636,0.8129173181394722
-2.0767936406748464,0.7584216090247623,0.32352981568447575,-0.896083521062754,0.18653549588106944
-1.3207411679820278,0.26879833174350076,-0.8438072782362211,2.2092301609980316,-0.2895310276954206
0.4454126472177571,-0.40308529916934754,0.4719005646744363,-3.8787984638164916,1.6025287886111854
-0.4525499973955759,-0.44611868779881736,0.9256086947591669,-2.036715562905175,0.4560572599896308
1.9792474605872468,-0.27722509402187123,0.45478288559934066,1.9897396025144867,-0.5134722091980408
2.021834158960482,-1.146168413244604,0.40311990709267226,5.038827206565884,-2.031746556398279
3.8112598010156704,-2.151592692090325,-0.23420077926433178,1.9556100294880203,-1.1107677979950248
0.9588720654377424,0.20427768506746258,1.7072254297282208,-2.921120287252097,0.9100684189263231
-0.094819244640444,-0.4027182870961133,-0.8991186208753605,-0.46622569215666887,0.8387121833179747
3.7093957066467116,-2.2840829360953734,-0.5103935449643361,3.3635475223684512,-1.7649843496545081
0.1097910116253573,-0.16263493182544192,0.7137485054963603,0.8138258294902138,0.05595579167519124
0.7364070019636513,0.09218970594638531,1.688738340037935,1.8664144412868882,-1.372942388925929
-0.5784259370616134,0.4071451951989168,0.030404638383820393,-1.7403656828946439,1.0057561790131218
-2.4752972732447285,1.061286628736124,0.2718773188335561,-2.2542196574015327,1.0702589671349767
-4.918785517495082,2.5205503776331715,-0.6402921738200104,-2.3637050353975337,1.4566786834025252
-1.8008579203121116,1.6041395704203878,-1.0399713518604374,-1.2790155795423481,0.43327413265228254
0.24335570657523842,0.7134160272901402,0.231495713778954,-2.473021348978189,1.833599159353175
