X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
1.3230377957711683,-0.45059428461755524,1.2256135796839425,0.9011945097887599,-0.5855484307434135,-0.6136345532531766,-0.2871895925620925,0.11973983659230814,-0.4522850825358484,-0.874105303842381
-2.3000778884407396,-0.04195626674594466,-0.6938676175776397,3.463779187736113,0.1496982995565635,-1.6742210486369935,1.0224578478524466,-6.3194223511232845,-1.429762702294893,3.3230058718623727
0.19779518821700004,-0.49797052965761746,0.44657248934330707,1.395016891399601,-2.432784374135284,0.03544112500936319,-0.1615275278564901,2.117638301964746,-0.01225228649982325,-0.6046674214904575
-1.124975316340077,1.561783773922947,-1.6416539927687626,10.78281404493399,1.2833560375033086,-4.758480851111793,3.3477147238815,-0.30047440843615014,-1.6254935967039477,2.9422475118665914
0.5241201626917893,-1.0031676965679903,-1.452702527733469,0.48910814640397826,-3.2719145869834994,0.353612015992268,1.8337927709304338,3.0879851114858368,-1.2148196090036252,-0.6511746228517755
1.814433436617112,-0.2977902644218462,2.585708164860574,-10.804306778582655,2.5339674397517093,6.306357510688763,-1.9333704870032864,10.561105587053385,2.01284199434214,-5.6724063183834925
-1.5907113573973064,-0.6132021049748236,0.3362144248963617,1.2764221615754034,-1.7372599208404569,-1.5319911204019754,-0.3986692540686709,-5.648769916700317,-1.3474287819874782,2.5872173011375783
1.060540359336293,0.7877741348904459,-1.5454598709615424,-5.469620198789142,2.215890054051874,3.260386952667759,0.7373912482408206,6.42847733284081,0.7891608334538189,-1.182364168189229
-0.43415472382746134,-2.2611460435198576,-1.45668969083227,5.754499237505119,-2.944669244786057,-1.8653649898637326,3.6455778765350604,8.85044232766481,0.9287674856318204,-1.4342114936599792
0.882819545943464,-1.280748160938182,1.8812088676930045,-2.000570130322411,-1.287648466909435,0.12577678496304712,-1.4100237255182375,1.352477361327848,2.5777093252478585,-1.4526161708668102
1.183795652083794,-0.6696979520837313,-2.505231997257271,-1.1743859902231981,-1.2036089708412385,2.1089006896821627,2.143740167232205,15.584268737288538,1.4825071817299922,-2.707380084031754
-1.7033283070120668,1.8080362989341499,-0.11694748742701623,8.84795058993208,0.7896769823506555,-5.615574541996428,0.2925868907880948,-8.63169975662558,-2.3543510579783047,2.712263162648503
0.8221490772204064,-0.07022709713062847,0.49882279385644895,-0.8400424149195469,-0.32566560545381873,0.8753044872108424,-0.3168033389832807,6.470586405187942,1.038455879791824,-2.292439018490713
-0.8468598077395497,0.2797996891247399,-0.170650173557302,1.9395900545295,-0.8374025319198684,-1.48863957612053,1.2125113644054752,-2.3382921129394054,-1.9641575611776068,1.3702753030129742
-1.861149231192194,0.2042279473150328,-1.6457377092177554,8.96680702348314,-2.022525065169323,-5.21887958408332,0.8840671972780961,-7.231762249669308,-2.887532293896813,2.84284969516402
0.6243673526084419,-0.4937814979040868,1.0995317246600513,-5.519579975692053,-0.8237565165331401,2.3501268519279748,-1.6392763256126026,5.9131738550132384,0.3611373772598734,-2.9556882368241735
1.079729556678199,-1.3143522092567919,-0.3786163599872672,-0.9904722985285067,-0.0017056259269811191,0.9150875235007614,-0.04544872817654755,7.382147562177411,0.5172213668653047,-2.979677632116766
