X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
-2.2708610566707534,-3.3405953808687783,1.8242382024754036,2.0,0.0,0.0,-5.1959624929380785,2.0,1.2987705719308387,2.0
-1.4105558963131435,-1.3197421583260762,1.136445176295211,1.0,2.0,0.0,-5.538366513171696,1.0,2.506756972788507,0.0
2.924508150241673,0.42208662655776946,-1.4410072946319619,1.0,1.0,1.0,-2.416738331368933,0.0,1.8486133712509973,2.0
-0.9973610489382747,1.115561209070019,0.14702004142702912,0.0,2.0,2.0,-4.634886295800901,1.0,1.3607262543200105,0.0
-0.11152795107173785,-0.9207683589163684,0.36132001681497894,1.0,2.0,1.0,-5.322615203603167,0.0,2.1038937724375284,2.0
0.5115491800358014,0.47123380541224047,-0.16652870961685953,1.0,0.0,1.0,-1.1507567773380936,0.0,0.7329614942028487,2.0
1.1158491598838003,1.2256448442386594,-1.316171937789401,2.0,2.0,2.0,-6.021547641396175,2.0,4.201636276539232,0.0
-1.714573958663113,-0.2364890143248377,1.3259084983929321,0.0,1.0,1.0,-2.938955222287704,2.0,2.073463239163395,0.0
-0.6186029789917243,-0.27823674107185803,0.712955758184903,1.0,0.0,2.0,-3.864714472961229,1.0,-0.5833224414750492,0.0
-0.36585492319716506,-0.8442512759214742,1.3051885103941154,0.0,0.0,1.0,-1.8479015495409206,2.0,0.03012994941443422,2.0
0.2344925430652287,0.6226819188465558,-1.661377328636284,2.0,2.0,2.0,-7.417028819921775,1.0,3.824140580084987,2.0
0.6373189284215365,0.8935703527722203,-0.3214298260654779,1.0,0.0,2.0,-3.1856062334833317,2.0,0.45425991134728644,1.0
0.8546856992992924,-2.460191302716716,-0.4413779459398756,2.0,0.0,0.0,-4.325277996773727,1.0,2.658986976522944,0.0
1.41245807779479,-1.476104322987055,-0.17145496364030377,2.0,2.0,1.0,-9.459634407102607,0.0,4.165286562985222,1.0
